Altium Designer Pick and Place Locations
C:\Users\Shadow\Desktop\Repos\frm-mw-display\Project Outputs for Combined\AssemblyData\Pick and Place\Pick Place for ltk-mw-display(MAIN).txt

========================================================================================================================
File Design Information:

Date:       30/10/23
Time:       15:18
Revision:   7b611da51e4d80a422afe5d524f4894da2be3bbe
Variant:    MAIN
Units used: mil

Center-X(mil) Center-Y(mil) Comment              Description                                            Designator Footprint                            Layer    Rotation 
1082.678      6082.676      "RED 200mcd"         "DIODE LED THT 5MM RED 200mcd"                         D3B        ED49B4F6-595F-4D62-96BB-D7184CAA9B94 TopLayer 0        
1082.678      7185.040      "RED 200mcd"         "DIODE LED THT 5MM RED 200mcd"                         D3A        ED49B4F6-595F-4D62-96BB-D7184CAA9B94 TopLayer 0        
2066.930      3051.180      "RED 200mcd"         "DIODE LED THT 5MM RED 200mcd"                         D2J        ED49B4F6-595F-4D62-96BB-D7184CAA9B94 TopLayer 0        
2066.930      4153.544      "RED 200mcd"         "DIODE LED THT 5MM RED 200mcd"                         D2I        ED49B4F6-595F-4D62-96BB-D7184CAA9B94 TopLayer 0        
2066.930      5255.906      "RED 200mcd"         "DIODE LED THT 5MM RED 200mcd"                         D2H        ED49B4F6-595F-4D62-96BB-D7184CAA9B94 TopLayer 0        
2066.930      6358.268      "RED 200mcd"         "DIODE LED THT 5MM RED 200mcd"                         D2G        ED49B4F6-595F-4D62-96BB-D7184CAA9B94 TopLayer 0        
2066.930      7460.630      "RED 200mcd"         "DIODE LED THT 5MM RED 200mcd"                         D2F        ED49B4F6-595F-4D62-96BB-D7184CAA9B94 TopLayer 0        
1082.678      3051.180      "RED 200mcd"         "DIODE LED THT 5MM RED 200mcd"                         D2E        ED49B4F6-595F-4D62-96BB-D7184CAA9B94 TopLayer 0        
1082.678      4153.544      "RED 200mcd"         "DIODE LED THT 5MM RED 200mcd"                         D2D        ED49B4F6-595F-4D62-96BB-D7184CAA9B94 TopLayer 0        
1082.678      5255.906      "RED 200mcd"         "DIODE LED THT 5MM RED 200mcd"                         D2C        ED49B4F6-595F-4D62-96BB-D7184CAA9B94 TopLayer 0        
1082.678      6358.268      "RED 200mcd"         "DIODE LED THT 5MM RED 200mcd"                         D2B        ED49B4F6-595F-4D62-96BB-D7184CAA9B94 TopLayer 0        
1082.678      7460.630      "RED 200mcd"         "DIODE LED THT 5MM RED 200mcd"                         D2A        ED49B4F6-595F-4D62-96BB-D7184CAA9B94 TopLayer 0        
2066.930      3326.772      "RED 200mcd"         "DIODE LED THT 5MM RED 200mcd"                         D1J        ED49B4F6-595F-4D62-96BB-D7184CAA9B94 TopLayer 0        
2066.930      4429.134      "RED 200mcd"         "DIODE LED THT 5MM RED 200mcd"                         D1I        ED49B4F6-595F-4D62-96BB-D7184CAA9B94 TopLayer 0        
2066.930      5531.496      "RED 200mcd"         "DIODE LED THT 5MM RED 200mcd"                         D1H        ED49B4F6-595F-4D62-96BB-D7184CAA9B94 TopLayer 0        
2066.930      6633.858      "RED 200mcd"         "DIODE LED THT 5MM RED 200mcd"                         D1G        ED49B4F6-595F-4D62-96BB-D7184CAA9B94 TopLayer 0        
2066.930      7736.220      "RED 200mcd"         "DIODE LED THT 5MM RED 200mcd"                         D1F        ED49B4F6-595F-4D62-96BB-D7184CAA9B94 TopLayer 0        
1082.678      3326.772      "RED 200mcd"         "DIODE LED THT 5MM RED 200mcd"                         D1E        ED49B4F6-595F-4D62-96BB-D7184CAA9B94 TopLayer 0        
1082.678      4429.134      "RED 200mcd"         "DIODE LED THT 5MM RED 200mcd"                         D1D        ED49B4F6-595F-4D62-96BB-D7184CAA9B94 TopLayer 0        
1082.678      5531.496      "RED 200mcd"         "DIODE LED THT 5MM RED 200mcd"                         D1C        ED49B4F6-595F-4D62-96BB-D7184CAA9B94 TopLayer 0        
1082.678      6633.858      "RED 200mcd"         "DIODE LED THT 5MM RED 200mcd"                         D1B        ED49B4F6-595F-4D62-96BB-D7184CAA9B94 TopLayer 0        
1082.678      7736.220      "RED 200mcd"         "DIODE LED THT 5MM RED 200mcd"                         D1A        ED49B4F6-595F-4D62-96BB-D7184CAA9B94 TopLayer 0        
1541.496      578.426       10uF                 "CAP SMD MLCC 10uF 25V 0805 X5R"                       C10        CAP_0805_2012                        TopLayer 0        
1540.001      398.426       10uF                 "CAP SMD MLCC 10uF 25V 0805 X5R"                       C9         CAP_0805_2012                        TopLayer 0        
890.000       447.638       220uF                "CAP  THT ELEC 220uF 25V 20%"                          C8         3924B366-8672-45E9-B0BE-62DACC24E783 TopLayer 90       
1856.694      791.103       10uF                 "CAP SMD MLCC 10uF 25V 0805 X5R"                       C7B        CAP_0805_2012                        TopLayer 90       
1856.694      1421.024      10uF                 "CAP SMD MLCC 10uF 25V 0805 X5R"                       C7A        CAP_0805_2012                        TopLayer 90       
586.694       741.102       1nF                  "CAP SMD MLCC 1nF 50V 0603 X7R"                        C6B        CAP_0603_1608                        TopLayer 270      
586.694       1371.023      1nF                  "CAP SMD MLCC 1nF 50V 0603 X7R"                        C6A        CAP_0603_1608                        TopLayer 270      
1846.693      1051.103      10uF                 "CAP SMD MLCC 10uF 25V 0805 X5R"                       C5B        CAP_0805_2012                        TopLayer 270      
1846.694      1681.024      10uF                 "CAP SMD MLCC 10uF 25V 0805 X5R"                       C5A        CAP_0805_2012                        TopLayer 270      
596.694       881.103       10uF                 "CAP SMD MLCC 10uF 25V 0805 X5R"                       C4B        CAP_0805_2012                        TopLayer 90       
596.694       1511.024      10uF                 "CAP SMD MLCC 10uF 25V 0805 X5R"                       C4A        CAP_0805_2012                        TopLayer 90       
2406.694      1151.103      100nF                "CAP SMD MLCC 100nF 25V 0603 X7R"                      C3B        CAP_0603_1608                        TopLayer 0        
2406.693      1781.024      100nF                "CAP SMD MLCC 100nF 25V 0603 X7R"                      C3A        CAP_0603_1608                        TopLayer 0        
1586.693      711.103       100nF                "CAP SMD MLCC 100nF 25V 0603 X7R"                      C2B        CAP_0603_1608                        TopLayer 0        
1586.693      1341.024      100nF                "CAP SMD MLCC 100nF 25V 0603 X7R"                      C2A        CAP_0603_1608                        TopLayer 0        
2639.449      3159.684      100nF                "CAP SMD MLCC 100nF 25V 0603 X7R"                      C1J        CAP_0603_1608                        TopLayer 0        
2639.449      4262.046      100nF                "CAP SMD MLCC 100nF 25V 0603 X7R"                      C1I        CAP_0603_1608                        TopLayer 0        
2639.449      5364.410      100nF                "CAP SMD MLCC 100nF 25V 0603 X7R"                      C1H        CAP_0603_1608                        TopLayer 0        
2639.449      6466.772      100nF                "CAP SMD MLCC 100nF 25V 0603 X7R"                      C1G        CAP_0603_1608                        TopLayer 0        
2639.449      7569.134      100nF                "CAP SMD MLCC 100nF 25V 0603 X7R"                      C1F        CAP_0603_1608                        TopLayer 0        
1655.197      3159.684      100nF                "CAP SMD MLCC 100nF 25V 0603 X7R"                      C1E        CAP_0603_1608                        TopLayer 0        
1655.197      4262.046      100nF                "CAP SMD MLCC 100nF 25V 0603 X7R"                      C1D        CAP_0603_1608                        TopLayer 0        
1655.197      5364.410      100nF                "CAP SMD MLCC 100nF 25V 0603 X7R"                      C1C        CAP_0603_1608                        TopLayer 0        
1655.197      6466.772      100nF                "CAP SMD MLCC 100nF 25V 0603 X7R"                      C1B        CAP_0603_1608                        TopLayer 0        
1655.197      7569.134      100nF                "CAP SMD MLCC 100nF 25V 0603 X7R"                      C1A        CAP_0603_1608                        TopLayer 0        
